2026-05-16 16:00:23 INFO  BaseTest - Extent Report Initialized
2026-05-16 17:14:29 INFO  BaseTest - Driver closed for the test Optional[void tests.LoginTests.validateLoginSuccess() throws java.io.IOException]
2026-05-16 17:14:30 INFO  BaseTest - EdgeDriver Loaded for the test method: Optional[void tests.LoginTests.validateLogoutFunctionality() throws java.io.IOException,java.lang.InterruptedException]
2026-05-16 17:14:34 INFO  BaseTest - Application URL Loaded on Edge
2026-05-16 17:14:36 INFO  BaseTest - Driver closed for the test Optional[void tests.LoginTests.validateLogoutFunctionality() throws java.io.IOException,java.lang.InterruptedException]
2026-05-16 17:14:37 INFO  BaseTest - EdgeDriver Loaded for the test method: Optional[void tests.LoginTests.validatePageLoad() throws java.io.IOException]
2026-05-16 17:14:41 INFO  BaseTest - Application URL Loaded on Edge
2026-05-16 17:14:41 INFO  BaseTest - Test Case Passed
2026-05-16 17:14:41 INFO  BaseTest - Driver closed for the test Optional[void tests.LoginTests.validatePageLoad() throws java.io.IOException]
2026-05-16 17:14:42 INFO  BaseTest - EdgeDriver Loaded for the test method: Optional[void tests.LoginTests.validateElementalSelenium() throws java.io.IOException,java.lang.InterruptedException]
2026-05-16 17:14:47 INFO  BaseTest - Application URL Loaded on Edge
2026-05-16 17:14:48 INFO  BaseTest - Driver closed for the test Optional[void tests.LoginTests.validateElementalSelenium() throws java.io.IOException,java.lang.InterruptedException]
2026-05-16 17:14:49 INFO  BaseTest - EdgeDriver Loaded for the test method: Optional[void tests.LoginTests.validateInvalidUsername() throws java.io.IOException]
2026-05-16 17:14:53 INFO  BaseTest - Application URL Loaded on Edge
2026-05-16 17:14:54 INFO  BaseTest - Driver closed for the test Optional[void tests.LoginTests.validateInvalidUsername() throws java.io.IOException]
2026-05-16 17:14:55 INFO  BaseTest - Extent Report Flushed
2026-05-16 17:17:40 INFO  BaseTest - Extent Report Initialized
2026-05-16 17:17:41 INFO  BaseTest - Data Properties Loaded
2026-05-16 17:17:44 INFO  BaseTest - EdgeDriver Loaded for the test method: Optional[void tests.LoginTests.validateInvalidPassword() throws java.io.IOException]
2026-05-16 17:17:48 INFO  BaseTest - Application URL Loaded on Edge
2026-05-16 17:17:50 INFO  BaseTest - Driver closed for the test Optional[void tests.LoginTests.validateInvalidPassword() throws java.io.IOException]
2026-05-16 17:17:51 INFO  BaseTest - EdgeDriver Loaded for the test method: Optional[void tests.LoginTests.validateLoginSuccess() throws java.io.IOException]
2026-05-16 17:17:56 INFO  BaseTest - Application URL Loaded on Edge
2026-05-16 17:17:57 INFO  BaseTest - Driver closed for the test Optional[void tests.LoginTests.validateLoginSuccess() throws java.io.IOException]
2026-05-16 17:17:58 INFO  BaseTest - EdgeDriver Loaded for the test method: Optional[void tests.LoginTests.validateLogoutFunctionality() throws java.io.IOException,java.lang.InterruptedException]
2026-05-16 17:18:02 INFO  BaseTest - Application URL Loaded on Edge
2026-05-16 17:18:04 INFO  BaseTest - Driver closed for the test Optional[void tests.LoginTests.validateLogoutFunctionality() throws java.io.IOException,java.lang.InterruptedException]
2026-05-16 17:18:05 INFO  BaseTest - EdgeDriver Loaded for the test method: Optional[void tests.LoginTests.validatePageLoad() throws java.io.IOException]
2026-05-16 17:18:10 INFO  BaseTest - Application URL Loaded on Edge
2026-05-16 17:18:10 INFO  BaseTest - Test Case Passed
2026-05-16 17:18:10 INFO  BaseTest - Driver closed for the test Optional[void tests.LoginTests.validatePageLoad() throws java.io.IOException]
2026-05-16 17:18:10 INFO  BaseTest - EdgeDriver Loaded for the test method: Optional[void tests.LoginTests.validateElementalSelenium() throws java.io.IOException,java.lang.InterruptedException]
2026-05-16 17:18:15 INFO  BaseTest - Application URL Loaded on Edge
2026-05-16 17:18:16 INFO  BaseTest - Driver closed for the test Optional[void tests.LoginTests.validateElementalSelenium() throws java.io.IOException,java.lang.InterruptedException]
2026-05-16 17:18:17 INFO  BaseTest - EdgeDriver Loaded for the test method: Optional[void tests.LoginTests.validateInvalidUsername() throws java.io.IOException]
2026-05-16 17:18:22 INFO  BaseTest - Application URL Loaded on Edge
2026-05-16 17:18:23 INFO  BaseTest - Driver closed for the test Optional[void tests.LoginTests.validateInvalidUsername() throws java.io.IOException]
2026-05-16 17:18:24 INFO  BaseTest - Extent Report Flushed
2026-05-16 17:20:48 INFO  BaseTest - Extent Report Initialized
2026-05-16 17:20:48 INFO  BaseTest - Data Properties Loaded
2026-05-16 17:20:55 INFO  BaseTest - ChromeDriver Loaded for the test method: Optional[void tests.LoginTests.validateInvalidPassword() throws java.io.IOException]
2026-05-16 17:21:00 INFO  BaseTest - Application URL Loaded on Chrome
2026-05-16 17:21:01 INFO  BaseTest - Driver closed for the test Optional[void tests.LoginTests.validateInvalidPassword() throws java.io.IOException]
2026-05-16 17:21:02 INFO  BaseTest - ChromeDriver Loaded for the test method: Optional[void tests.LoginTests.validateLoginSuccess() throws java.io.IOException]
2026-05-16 17:21:07 INFO  BaseTest - Application URL Loaded on Chrome
2026-05-16 17:21:24 INFO  BaseTest - Extent Report Initialized
2026-05-16 17:21:24 INFO  BaseTest - Data Properties Loaded
2026-05-16 17:21:27 INFO  BaseTest - EdgeDriver Loaded for the test method: Optional[void tests.LoginTests.validateInvalidPassword() throws java.io.IOException]
2026-05-16 17:21:31 INFO  BaseTest - Application URL Loaded on Edge
2026-05-16 17:21:32 INFO  BaseTest - Driver closed for the test Optional[void tests.LoginTests.validateInvalidPassword() throws java.io.IOException]
2026-05-16 17:21:33 INFO  BaseTest - EdgeDriver Loaded for the test method: Optional[void tests.LoginTests.validateLoginSuccess() throws java.io.IOException]
2026-05-16 17:21:37 INFO  BaseTest - Application URL Loaded on Edge
2026-05-16 17:21:39 INFO  BaseTest - Driver closed for the test Optional[void tests.LoginTests.validateLoginSuccess() throws java.io.IOException]
2026-05-16 17:21:39 INFO  BaseTest - EdgeDriver Loaded for the test method: Optional[void tests.LoginTests.validateLogoutFunctionality() throws java.io.IOException,java.lang.InterruptedException]
2026-05-16 17:21:44 INFO  BaseTest - Application URL Loaded on Edge
2026-05-16 17:21:47 INFO  BaseTest - Driver closed for the test Optional[void tests.LoginTests.validateLogoutFunctionality() throws java.io.IOException,java.lang.InterruptedException]
2026-05-16 17:21:47 INFO  BaseTest - EdgeDriver Loaded for the test method: Optional[void tests.LoginTests.validatePageLoad() throws java.io.IOException]
2026-05-16 17:21:52 INFO  BaseTest - Application URL Loaded on Edge
2026-05-16 17:21:52 INFO  BaseTest - Test Case Passed
2026-05-16 17:21:52 INFO  BaseTest - Driver closed for the test Optional[void tests.LoginTests.validatePageLoad() throws java.io.IOException]
2026-05-16 17:21:53 INFO  BaseTest - EdgeDriver Loaded for the test method: Optional[void tests.LoginTests.validateElementalSelenium() throws java.io.IOException,java.lang.InterruptedException]
2026-05-16 17:21:58 INFO  BaseTest - Application URL Loaded on Edge
2026-05-16 17:21:59 INFO  BaseTest - Driver closed for the test Optional[void tests.LoginTests.validateElementalSelenium() throws java.io.IOException,java.lang.InterruptedException]
2026-05-16 17:22:00 INFO  BaseTest - EdgeDriver Loaded for the test method: Optional[void tests.LoginTests.validateInvalidUsername() throws java.io.IOException]
2026-05-16 17:22:05 INFO  BaseTest - Application URL Loaded on Edge
2026-05-16 17:22:06 INFO  BaseTest - Driver closed for the test Optional[void tests.LoginTests.validateInvalidUsername() throws java.io.IOException]
2026-05-16 17:22:06 INFO  BaseTest - Extent Report Flushed
2026-05-16 17:24:10 INFO  BaseTest - Extent Report Initialized
2026-05-16 17:24:10 INFO  BaseTest - Data Properties Loaded
2026-05-16 17:24:13 INFO  BaseTest - EdgeDriver Loaded for the test method: Optional[void tests.LoginTests.validateInvalidPassword() throws java.io.IOException]
2026-05-16 17:24:18 INFO  BaseTest - Application URL Loaded on Edge
2026-05-16 17:24:20 INFO  BaseTest - Driver closed for the test Optional[void tests.LoginTests.validateInvalidPassword() throws java.io.IOException]
2026-05-16 17:24:21 INFO  BaseTest - EdgeDriver Loaded for the test method: Optional[void tests.LoginTests.validateLoginSuccess() throws java.io.IOException]
2026-05-16 17:24:25 INFO  BaseTest - Application URL Loaded on Edge
2026-05-16 17:24:26 INFO  BaseTest - Driver closed for the test Optional[void tests.LoginTests.validateLoginSuccess() throws java.io.IOException]
2026-05-16 17:24:27 INFO  BaseTest - EdgeDriver Loaded for the test method: Optional[void tests.LoginTests.validateLogoutFunctionality() throws java.io.IOException,java.lang.InterruptedException]
2026-05-16 17:24:32 INFO  BaseTest - Application URL Loaded on Edge
2026-05-16 17:24:34 INFO  BaseTest - Driver closed for the test Optional[void tests.LoginTests.validateLogoutFunctionality() throws java.io.IOException,java.lang.InterruptedException]
2026-05-16 17:24:34 INFO  BaseTest - EdgeDriver Loaded for the test method: Optional[void tests.LoginTests.validatePageLoad() throws java.io.IOException]
2026-05-16 17:24:39 INFO  BaseTest - Application URL Loaded on Edge
2026-05-16 17:24:39 INFO  BaseTest - Test Case Passed
2026-05-16 17:24:39 INFO  BaseTest - Driver closed for the test Optional[void tests.LoginTests.validatePageLoad() throws java.io.IOException]
2026-05-16 17:24:40 INFO  BaseTest - EdgeDriver Loaded for the test method: Optional[void tests.LoginTests.validateElementalSelenium() throws java.io.IOException,java.lang.InterruptedException]
2026-05-16 17:24:44 INFO  BaseTest - Application URL Loaded on Edge
2026-05-16 17:24:46 INFO  BaseTest - Driver closed for the test Optional[void tests.LoginTests.validateElementalSelenium() throws java.io.IOException,java.lang.InterruptedException]
2026-05-16 17:24:46 INFO  BaseTest - EdgeDriver Loaded for the test method: Optional[void tests.LoginTests.validateInvalidUsername() throws java.io.IOException]
2026-05-16 17:24:51 INFO  BaseTest - Application URL Loaded on Edge
2026-05-16 17:24:52 INFO  BaseTest - Driver closed for the test Optional[void tests.LoginTests.validateInvalidUsername() throws java.io.IOException]
2026-05-16 17:24:53 INFO  BaseTest - Extent Report Flushed
2026-05-16 18:12:37 INFO  BaseTest - Extent Report Initialized
2026-05-16 18:12:37 INFO  BaseTest - Data Properties Loaded
2026-05-16 18:12:40 INFO  BaseTest - EdgeDriver Loaded for the test method: Optional[void tests.LoginTests.validateInvalidPassword() throws java.io.IOException]
2026-05-16 18:12:45 INFO  BaseTest - Application URL Loaded on Edge
2026-05-16 18:12:46 INFO  BaseTest - Driver closed for the test Optional[void tests.LoginTests.validateInvalidPassword() throws java.io.IOException]
2026-05-16 18:12:47 INFO  BaseTest - EdgeDriver Loaded for the test method: Optional[void tests.LoginTests.validateLoginSuccess() throws java.io.IOException]
2026-05-16 18:12:52 INFO  BaseTest - Application URL Loaded on Edge
2026-05-16 18:12:54 INFO  BaseTest - Screenshot Taken
2026-05-16 18:12:54 INFO  BaseTest - Driver closed for the test Optional[void tests.LoginTests.validateLoginSuccess() throws java.io.IOException]
2026-05-16 18:12:55 INFO  BaseTest - EdgeDriver Loaded for the test method: Optional[void tests.LoginTests.validateLogoutFunctionality() throws java.io.IOException,java.lang.InterruptedException]
2026-05-16 18:13:03 INFO  BaseTest - Application URL Loaded on Edge
2026-05-16 18:13:14 INFO  BaseTest - Driver closed for the test Optional[void tests.LoginTests.validateLogoutFunctionality() throws java.io.IOException,java.lang.InterruptedException]
2026-05-16 18:13:15 INFO  BaseTest - EdgeDriver Loaded for the test method: Optional[void tests.LoginTests.validatePageLoad() throws java.io.IOException]
2026-05-16 18:13:19 INFO  BaseTest - Application URL Loaded on Edge
2026-05-16 18:13:19 INFO  BaseTest - Test Case Passed
2026-05-16 18:13:19 INFO  BaseTest - Driver closed for the test Optional[void tests.LoginTests.validatePageLoad() throws java.io.IOException]
2026-05-16 18:13:20 INFO  BaseTest - EdgeDriver Loaded for the test method: Optional[void tests.LoginTests.validateElementalSelenium() throws java.io.IOException,java.lang.InterruptedException]
2026-05-16 18:13:25 INFO  BaseTest - Application URL Loaded on Edge
2026-05-16 18:13:26 INFO  BaseTest - Driver closed for the test Optional[void tests.LoginTests.validateElementalSelenium() throws java.io.IOException,java.lang.InterruptedException]
2026-05-16 18:13:27 INFO  BaseTest - EdgeDriver Loaded for the test method: Optional[void tests.LoginTests.validateInvalidUsername() throws java.io.IOException]
2026-05-16 18:13:31 INFO  BaseTest - Application URL Loaded on Edge
2026-05-16 18:13:33 INFO  BaseTest - Driver closed for the test Optional[void tests.LoginTests.validateInvalidUsername() throws java.io.IOException]
2026-05-16 18:13:33 INFO  BaseTest - Extent Report Flushed
2026-05-16 18:17:43 INFO  BaseTest - Extent Report Initialized
2026-05-16 18:17:44 INFO  BaseTest - Data Properties Loaded
2026-05-16 18:17:47 INFO  BaseTest - EdgeDriver Loaded for the test method: Optional[void tests.LoginTests.validateLoginSuccess() throws java.io.IOException]
2026-05-16 18:17:52 INFO  BaseTest - Application URL Loaded on Edge
2026-05-16 18:17:54 INFO  BaseTest - Screenshot Taken
2026-05-16 18:17:54 INFO  BaseTest - Driver closed for the test Optional[void tests.LoginTests.validateLoginSuccess() throws java.io.IOException]
2026-05-16 18:17:55 INFO  BaseTest - Extent Report Flushed
2026-05-16 18:26:58 INFO  BaseTest - Extent Report Initialized
2026-05-16 18:26:58 INFO  BaseTest - Data Properties Loaded
2026-05-16 18:27:01 INFO  BaseTest - EdgeDriver Loaded for the test method: Optional[void tests.LoginTests.validateLoginSuccess() throws java.io.IOException,java.lang.InterruptedException]
2026-05-16 18:27:06 INFO  BaseTest - Application URL Loaded on Edge
2026-05-16 18:27:13 INFO  BaseTest - Screenshot Taken
2026-05-16 18:27:13 INFO  BaseTest - Driver closed for the test Optional[void tests.LoginTests.validateLoginSuccess() throws java.io.IOException,java.lang.InterruptedException]
2026-05-16 18:27:13 INFO  BaseTest - Extent Report Flushed
2026-05-16 18:27:59 INFO  BaseTest - Extent Report Initialized
2026-05-16 18:27:59 INFO  BaseTest - Data Properties Loaded
2026-05-16 18:28:01 INFO  BaseTest - EdgeDriver Loaded for the test method: Optional[void tests.LoginTests.validateInvalidPassword() throws java.io.IOException]
2026-05-16 18:28:06 INFO  BaseTest - Application URL Loaded on Edge
2026-05-16 18:28:07 INFO  BaseTest - Driver closed for the test Optional[void tests.LoginTests.validateInvalidPassword() throws java.io.IOException]
2026-05-16 18:28:08 INFO  BaseTest - EdgeDriver Loaded for the test method: Optional[void tests.LoginTests.validateLoginSuccess() throws java.io.IOException,java.lang.InterruptedException]
2026-05-16 18:28:14 INFO  BaseTest - Application URL Loaded on Edge
2026-05-16 18:28:15 INFO  BaseTest - Driver closed for the test Optional[void tests.LoginTests.validateLoginSuccess() throws java.io.IOException,java.lang.InterruptedException]
2026-05-16 18:28:16 INFO  BaseTest - EdgeDriver Loaded for the test method: Optional[void tests.LoginTests.validateLogoutFunctionality() throws java.io.IOException,java.lang.InterruptedException]
2026-05-16 18:28:21 INFO  BaseTest - Application URL Loaded on Edge
2026-05-16 18:28:23 INFO  BaseTest - Driver closed for the test Optional[void tests.LoginTests.validateLogoutFunctionality() throws java.io.IOException,java.lang.InterruptedException]
2026-05-16 18:28:24 INFO  BaseTest - EdgeDriver Loaded for the test method: Optional[void tests.LoginTests.validatePageLoad() throws java.io.IOException]
2026-05-16 18:28:29 INFO  BaseTest - Application URL Loaded on Edge
2026-05-16 18:28:29 INFO  BaseTest - Test Case Passed
2026-05-16 18:28:29 INFO  BaseTest - Driver closed for the test Optional[void tests.LoginTests.validatePageLoad() throws java.io.IOException]
2026-05-16 18:28:30 INFO  BaseTest - EdgeDriver Loaded for the test method: Optional[void tests.LoginTests.validateElementalSelenium() throws java.io.IOException,java.lang.InterruptedException]
2026-05-16 18:28:34 INFO  BaseTest - Application URL Loaded on Edge
2026-05-16 18:28:36 INFO  BaseTest - Driver closed for the test Optional[void tests.LoginTests.validateElementalSelenium() throws java.io.IOException,java.lang.InterruptedException]
2026-05-16 18:28:37 INFO  BaseTest - EdgeDriver Loaded for the test method: Optional[void tests.LoginTests.validateInvalidUsername() throws java.io.IOException]
2026-05-16 18:28:41 INFO  BaseTest - Application URL Loaded on Edge
2026-05-16 18:28:42 INFO  BaseTest - Driver closed for the test Optional[void tests.LoginTests.validateInvalidUsername() throws java.io.IOException]
2026-05-16 18:28:42 INFO  BaseTest - Extent Report Flushed
2026-05-16 18:42:40 INFO  BaseTest - Extent Report Initialized
2026-05-16 18:42:40 INFO  BaseTest - Data Properties Loaded
2026-05-16 18:42:43 INFO  BaseTest - EdgeDriver Loaded for the test method: Optional[void tests.LoginTests.validateInvalidPassword() throws java.io.IOException]
2026-05-16 18:42:47 INFO  BaseTest - Application URL Loaded on Edge
2026-05-16 18:42:49 INFO  BaseTest - Driver closed for the test Optional[void tests.LoginTests.validateInvalidPassword() throws java.io.IOException]
2026-05-16 18:42:50 INFO  BaseTest - EdgeDriver Loaded for the test method: Optional[void tests.LoginTests.validateLoginSuccess() throws java.io.IOException,java.lang.InterruptedException]
2026-05-16 18:43:00 INFO  BaseTest - Application URL Loaded on Edge
2026-05-16 18:43:02 INFO  BaseTest - Driver closed for the test Optional[void tests.LoginTests.validateLoginSuccess() throws java.io.IOException,java.lang.InterruptedException]
2026-05-16 18:43:03 INFO  BaseTest - EdgeDriver Loaded for the test method: Optional[void tests.LoginTests.validateLogoutFunctionality() throws java.io.IOException,java.lang.InterruptedException]
2026-05-16 18:43:08 INFO  BaseTest - Application URL Loaded on Edge
2026-05-16 18:43:10 INFO  BaseTest - Driver closed for the test Optional[void tests.LoginTests.validateLogoutFunctionality() throws java.io.IOException,java.lang.InterruptedException]
2026-05-16 18:43:11 INFO  BaseTest - EdgeDriver Loaded for the test method: Optional[void tests.LoginTests.validatePageLoad() throws java.io.IOException]
2026-05-16 18:43:17 INFO  BaseTest - Application URL Loaded on Edge
2026-05-16 18:43:17 INFO  BaseTest - Test Case Passed
2026-05-16 18:43:18 INFO  BaseTest - Driver closed for the test Optional[void tests.LoginTests.validatePageLoad() throws java.io.IOException]
2026-05-16 18:43:18 INFO  BaseTest - EdgeDriver Loaded for the test method: Optional[void tests.LoginTests.validateElementalSelenium() throws java.io.IOException,java.lang.InterruptedException]
2026-05-16 18:43:23 INFO  BaseTest - Application URL Loaded on Edge
2026-05-16 18:43:24 INFO  BaseTest - Driver closed for the test Optional[void tests.LoginTests.validateElementalSelenium() throws java.io.IOException,java.lang.InterruptedException]
2026-05-16 18:43:25 INFO  BaseTest - EdgeDriver Loaded for the test method: Optional[void tests.LoginTests.validateInvalidUsername() throws java.io.IOException]
2026-05-16 18:43:32 INFO  BaseTest - Application URL Loaded on Edge
2026-05-16 18:43:33 INFO  BaseTest - Driver closed for the test Optional[void tests.LoginTests.validateInvalidUsername() throws java.io.IOException]
2026-05-16 18:43:33 INFO  BaseTest - Extent Report Flushed
2026-05-16 18:44:37 INFO  BaseTest - Extent Report Initialized
2026-05-16 18:44:38 INFO  BaseTest - Data Properties Loaded
2026-05-16 18:44:39 INFO  BaseTest - EdgeDriver Loaded for the test method: Optional[void tests.LoginTests.validateInvalidPassword() throws java.io.IOException]
2026-05-16 18:44:44 INFO  BaseTest - Application URL Loaded on Edge
2026-05-16 18:44:45 INFO  BaseTest - Driver closed for the test Optional[void tests.LoginTests.validateInvalidPassword() throws java.io.IOException]
2026-05-16 18:44:46 INFO  BaseTest - EdgeDriver Loaded for the test method: Optional[void tests.LoginTests.validateLoginSuccess() throws java.io.IOException,java.lang.InterruptedException]
2026-05-16 18:44:51 INFO  BaseTest - Application URL Loaded on Edge
2026-05-16 18:44:52 INFO  BaseTest - Driver closed for the test Optional[void tests.LoginTests.validateLoginSuccess() throws java.io.IOException,java.lang.InterruptedException]
2026-05-16 18:44:53 INFO  BaseTest - EdgeDriver Loaded for the test method: Optional[void tests.LoginTests.validateLogoutFunctionality() throws java.io.IOException,java.lang.InterruptedException]
2026-05-16 18:44:57 INFO  BaseTest - Application URL Loaded on Edge
2026-05-16 18:45:00 INFO  BaseTest - Driver closed for the test Optional[void tests.LoginTests.validateLogoutFunctionality() throws java.io.IOException,java.lang.InterruptedException]
2026-05-16 18:45:00 INFO  BaseTest - EdgeDriver Loaded for the test method: Optional[void tests.LoginTests.validatePageLoad() throws java.io.IOException]
2026-05-16 18:45:05 INFO  BaseTest - Application URL Loaded on Edge
2026-05-16 18:45:05 INFO  BaseTest - Test Case Passed
2026-05-16 18:45:05 INFO  BaseTest - Driver closed for the test Optional[void tests.LoginTests.validatePageLoad() throws java.io.IOException]
